"bigram","n","year","score","category"
NA,260,2018,3,"Automotive"
NA,259,2018,3,"Automotive"
NA,258,2018,3,"Automotive"
NA,257,2018,3,"Automotive"
NA,253,2018,3,"Automotive"
NA,249,2018,3,"Automotive"
NA,235,2018,3,"Automotive"
NA,233,2018,3,"Automotive"
NA,228,2018,3,"Automotive"
NA,226,2018,3,"Automotive"
NA,225,2018,3,"Automotive"
NA,221,2018,3,"Automotive"
NA,219,2018,3,"Automotive"
NA,218,2018,3,"Automotive"
NA,214,2018,3,"Automotive"
NA,213,2018,3,"Automotive"
NA,211,2018,3,"Automotive"
NA,205,2018,3,"Automotive"
NA,205,2018,3,"Automotive"
NA,200,2018,3,"Automotive"
NA,199,2018,3,"Automotive"
NA,193,2018,3,"Automotive"
NA,190,2018,3,"Automotive"
NA,190,2018,3,"Automotive"
NA,189,2018,3,"Automotive"
NA,189,2018,3,"Automotive"
NA,188,2018,3,"Automotive"
NA,187,2018,3,"Automotive"
NA,187,2018,3,"Automotive"
NA,181,2018,3,"Automotive"
NA,180,2018,3,"Automotive"
NA,175,2018,3,"Automotive"
NA,174,2018,3,"Automotive"
NA,167,2018,3,"Automotive"
NA,166,2018,3,"Automotive"
NA,166,2018,3,"Automotive"
NA,163,2018,3,"Automotive"
NA,163,2018,3,"Automotive"
NA,155,2018,3,"Automotive"
NA,154,2018,3,"Automotive"
NA,153,2018,3,"Automotive"
NA,153,2018,3,"Automotive"
NA,152,2018,3,"Automotive"
NA,151,2018,3,"Automotive"
NA,151,2018,3,"Automotive"
NA,145,2018,3,"Automotive"
NA,143,2018,3,"Automotive"
NA,141,2018,3,"Automotive"
NA,139,2018,3,"Automotive"
NA,90,2018,3,"Automotive"
NA,83,2018,3,"Automotive"
NA,83,2018,3,"Automotive"
NA,79,2018,3,"Automotive"
NA,78,2018,3,"Automotive"
NA,77,2018,3,"Automotive"
NA,76,2018,3,"Automotive"
NA,74,2018,3,"Automotive"
NA,74,2018,3,"Automotive"
NA,73,2018,3,"Automotive"
NA,72,2018,3,"Automotive"
NA,72,2018,3,"Automotive"
NA,6404,2018,3,"Beauty & Spas"
NA,3247,2018,3,"Beauty & Spas"
NA,2886,2018,3,"Beauty & Spas"
NA,2717,2018,3,"Beauty & Spas"
NA,1691,2018,3,"Beauty & Spas"
NA,1390,2018,3,"Beauty & Spas"
NA,1286,2018,3,"Beauty & Spas"
NA,1258,2018,3,"Beauty & Spas"
NA,1107,2018,3,"Beauty & Spas"
NA,1019,2018,3,"Beauty & Spas"
NA,991,2018,3,"Beauty & Spas"
NA,990,2018,3,"Beauty & Spas"
NA,976,2018,3,"Beauty & Spas"
NA,923,2018,3,"Beauty & Spas"
NA,861,2018,3,"Beauty & Spas"
NA,841,2018,3,"Beauty & Spas"
NA,814,2018,3,"Beauty & Spas"
NA,733,2018,3,"Beauty & Spas"
NA,686,2018,3,"Beauty & Spas"
NA,665,2018,3,"Beauty & Spas"
NA,659,2018,3,"Beauty & Spas"
NA,633,2018,3,"Beauty & Spas"
NA,632,2018,3,"Beauty & Spas"
NA,621,2018,3,"Beauty & Spas"
NA,603,2018,3,"Beauty & Spas"
NA,598,2018,3,"Beauty & Spas"
NA,596,2018,3,"Beauty & Spas"
NA,595,2018,3,"Beauty & Spas"
NA,577,2018,3,"Beauty & Spas"
NA,576,2018,3,"Beauty & Spas"
NA,570,2018,3,"Beauty & Spas"
NA,560,2018,3,"Beauty & Spas"
NA,519,2018,3,"Beauty & Spas"
NA,507,2018,3,"Beauty & Spas"
NA,487,2018,3,"Beauty & Spas"
NA,469,2018,3,"Beauty & Spas"
NA,451,2018,3,"Beauty & Spas"
NA,450,2018,3,"Beauty & Spas"
NA,446,2018,3,"Beauty & Spas"
NA,434,2018,3,"Beauty & Spas"
NA,424,2018,3,"Beauty & Spas"
NA,422,2018,3,"Beauty & Spas"
NA,418,2018,3,"Beauty & Spas"
NA,415,2018,3,"Beauty & Spas"
NA,408,2018,3,"Beauty & Spas"
NA,400,2018,3,"Beauty & Spas"
NA,388,2018,3,"Beauty & Spas"
NA,380,2018,3,"Beauty & Spas"
NA,379,2018,3,"Beauty & Spas"
NA,366,2018,3,"Beauty & Spas"
NA,359,2018,3,"Beauty & Spas"
NA,357,2018,3,"Beauty & Spas"
NA,355,2018,3,"Beauty & Spas"
NA,349,2018,3,"Beauty & Spas"
NA,345,2018,3,"Beauty & Spas"
NA,338,2018,3,"Beauty & Spas"
NA,338,2018,3,"Beauty & Spas"
NA,334,2018,3,"Beauty & Spas"
NA,332,2018,3,"Beauty & Spas"
NA,331,2018,3,"Beauty & Spas"
NA,330,2018,3,"Beauty & Spas"
NA,329,2018,3,"Beauty & Spas"
NA,327,2018,3,"Beauty & Spas"
NA,327,2018,3,"Beauty & Spas"
NA,317,2018,3,"Beauty & Spas"
NA,312,2018,3,"Beauty & Spas"
NA,310,2018,3,"Beauty & Spas"
NA,309,2018,3,"Beauty & Spas"
NA,309,2018,3,"Beauty & Spas"
NA,307,2018,3,"Beauty & Spas"
NA,306,2018,3,"Beauty & Spas"
NA,298,2018,3,"Beauty & Spas"
NA,297,2018,3,"Beauty & Spas"
NA,296,2018,3,"Beauty & Spas"
NA,293,2018,3,"Beauty & Spas"
NA,283,2018,3,"Beauty & Spas"
NA,281,2018,3,"Beauty & Spas"
NA,281,2018,3,"Beauty & Spas"
NA,273,2018,3,"Beauty & Spas"
NA,272,2018,3,"Beauty & Spas"
NA,269,2018,3,"Beauty & Spas"
NA,265,2018,3,"Beauty & Spas"
NA,262,2018,3,"Beauty & Spas"
NA,259,2018,3,"Beauty & Spas"
NA,258,2018,3,"Beauty & Spas"
NA,249,2018,3,"Beauty & Spas"
NA,243,2018,3,"Beauty & Spas"
NA,242,2018,3,"Beauty & Spas"
NA,241,2018,3,"Beauty & Spas"
NA,240,2018,3,"Beauty & Spas"
NA,140,2018,3,"Beauty & Spas"
NA,139,2018,3,"Beauty & Spas"
NA,139,2018,3,"Beauty & Spas"
NA,139,2018,3,"Beauty & Spas"
NA,132,2018,3,"Beauty & Spas"
NA,132,2018,3,"Beauty & Spas"
NA,131,2018,3,"Beauty & Spas"
NA,126,2018,3,"Beauty & Spas"
NA,124,2018,3,"Beauty & Spas"
NA,123,2018,3,"Beauty & Spas"
NA,679,2018,3,"Education"
NA,178,2018,3,"Education"
NA,164,2018,3,"Education"
NA,99,2018,3,"Education"
NA,97,2018,3,"Education"
NA,87,2018,3,"Education"
NA,86,2018,3,"Education"
NA,81,2018,3,"Education"
NA,80,2018,3,"Education"
NA,80,2018,3,"Education"
NA,72,2018,3,"Education"
NA,71,2018,3,"Education"
NA,65,2018,3,"Education"
NA,63,2018,3,"Education"
NA,63,2018,3,"Education"
NA,57,2018,3,"Education"
NA,54,2018,3,"Education"
NA,50,2018,3,"Education"
NA,49,2018,3,"Education"
NA,49,2018,3,"Education"
NA,48,2018,3,"Education"
NA,47,2018,3,"Education"
NA,46,2018,3,"Education"
NA,46,2018,3,"Education"
NA,46,2018,3,"Education"
NA,45,2018,3,"Education"
NA,45,2018,3,"Education"
NA,43,2018,3,"Education"
NA,43,2018,3,"Education"
NA,43,2018,3,"Education"
NA,42,2018,3,"Education"
NA,42,2018,3,"Education"
NA,42,2018,3,"Education"
NA,40,2018,3,"Education"
NA,40,2018,3,"Education"
NA,39,2018,3,"Education"
NA,37,2018,3,"Education"
NA,36,2018,3,"Education"
NA,36,2018,3,"Education"
NA,34,2018,3,"Education"
NA,34,2018,3,"Education"
NA,34,2018,3,"Education"
NA,33,2018,3,"Education"
NA,33,2018,3,"Education"
NA,32,2018,3,"Education"
NA,32,2018,3,"Education"
NA,30,2018,3,"Education"
NA,30,2018,3,"Education"
NA,29,2018,3,"Education"
NA,28,2018,3,"Education"
NA,28,2018,3,"Education"
NA,27,2018,3,"Education"
NA,27,2018,3,"Education"
NA,26,2018,3,"Education"
NA,26,2018,3,"Education"
NA,26,2018,3,"Education"
NA,25,2018,3,"Education"
NA,25,2018,3,"Education"
NA,25,2018,3,"Education"
NA,24,2018,3,"Education"
NA,23,2018,3,"Education"
NA,23,2018,3,"Education"
NA,23,2018,3,"Education"
NA,23,2018,3,"Education"
NA,22,2018,3,"Education"
NA,22,2018,3,"Education"
NA,21,2018,3,"Education"
NA,20,2018,3,"Education"
NA,20,2018,3,"Education"
NA,20,2018,3,"Education"
NA,20,2018,3,"Education"
NA,19,2018,3,"Education"
NA,19,2018,3,"Education"
NA,18,2018,3,"Education"
NA,18,2018,3,"Education"
NA,18,2018,3,"Education"
NA,18,2018,3,"Education"
NA,18,2018,3,"Education"
NA,17,2018,3,"Education"
NA,17,2018,3,"Education"
NA,17,2018,3,"Education"
NA,17,2018,3,"Education"
NA,17,2018,3,"Education"
NA,16,2018,3,"Education"
NA,16,2018,3,"Education"
NA,15,2018,3,"Education"
NA,15,2018,3,"Education"
NA,15,2018,3,"Education"
NA,15,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,14,2018,3,"Education"
NA,4083,2018,3,"Event Planning & Services"
NA,2826,2018,3,"Event Planning & Services"
NA,2694,2018,3,"Event Planning & Services"
NA,2011,2018,3,"Event Planning & Services"
NA,1212,2018,3,"Event Planning & Services"
NA,1123,2018,3,"Event Planning & Services"
NA,1121,2018,3,"Event Planning & Services"
NA,1004,2018,3,"Event Planning & Services"
NA,921,2018,3,"Event Planning & Services"
NA,917,2018,3,"Event Planning & Services"
NA,915,2018,3,"Event Planning & Services"
NA,636,2018,3,"Event Planning & Services"
NA,634,2018,3,"Event Planning & Services"
NA,595,2018,3,"Event Planning & Services"
NA,555,2018,3,"Event Planning & Services"
NA,533,2018,3,"Event Planning & Services"
NA,510,2018,3,"Event Planning & Services"
NA,510,2018,3,"Event Planning & Services"
NA,506,2018,3,"Event Planning & Services"
NA,506,2018,3,"Event Planning & Services"
NA,505,2018,3,"Event Planning & Services"
NA,502,2018,3,"Event Planning & Services"
NA,499,2018,3,"Event Planning & Services"
NA,479,2018,3,"Event Planning & Services"
NA,474,2018,3,"Event Planning & Services"
NA,471,2018,3,"Event Planning & Services"
NA,471,2018,3,"Event Planning & Services"
NA,440,2018,3,"Event Planning & Services"
NA,429,2018,3,"Event Planning & Services"
NA,429,2018,3,"Event Planning & Services"
NA,413,2018,3,"Event Planning & Services"
NA,411,2018,3,"Event Planning & Services"
NA,410,2018,3,"Event Planning & Services"
NA,390,2018,3,"Event Planning & Services"
NA,387,2018,3,"Event Planning & Services"
NA,378,2018,3,"Event Planning & Services"
NA,368,2018,3,"Event Planning & Services"
NA,364,2018,3,"Event Planning & Services"
NA,354,2018,3,"Event Planning & Services"
NA,353,2018,3,"Event Planning & Services"
NA,351,2018,3,"Event Planning & Services"
NA,349,2018,3,"Event Planning & Services"
NA,349,2018,3,"Event Planning & Services"
NA,345,2018,3,"Event Planning & Services"
NA,344,2018,3,"Event Planning & Services"
NA,331,2018,3,"Event Planning & Services"
NA,327,2018,3,"Event Planning & Services"
NA,322,2018,3,"Event Planning & Services"
NA,322,2018,3,"Event Planning & Services"
NA,316,2018,3,"Event Planning & Services"
NA,311,2018,3,"Event Planning & Services"
NA,309,2018,3,"Event Planning & Services"
NA,307,2018,3,"Event Planning & Services"
NA,306,2018,3,"Event Planning & Services"
NA,306,2018,3,"Event Planning & Services"
NA,296,2018,3,"Event Planning & Services"
NA,296,2018,3,"Event Planning & Services"
NA,294,2018,3,"Event Planning & Services"
NA,293,2018,3,"Event Planning & Services"
NA,292,2018,3,"Event Planning & Services"
NA,290,2018,3,"Event Planning & Services"
NA,289,2018,3,"Event Planning & Services"
NA,287,2018,3,"Event Planning & Services"
NA,285,2018,3,"Event Planning & Services"
NA,282,2018,3,"Event Planning & Services"
NA,281,2018,3,"Event Planning & Services"
NA,281,2018,3,"Event Planning & Services"
NA,276,2018,3,"Event Planning & Services"
NA,276,2018,3,"Event Planning & Services"
NA,274,2018,3,"Event Planning & Services"
NA,274,2018,3,"Event Planning & Services"
NA,271,2018,3,"Event Planning & Services"
NA,269,2018,3,"Event Planning & Services"
NA,268,2018,3,"Event Planning & Services"
NA,267,2018,3,"Event Planning & Services"
NA,264,2018,3,"Event Planning & Services"
NA,260,2018,3,"Event Planning & Services"
NA,251,2018,3,"Event Planning & Services"
NA,249,2018,3,"Event Planning & Services"
NA,247,2018,3,"Event Planning & Services"
NA,242,2018,3,"Event Planning & Services"
NA,237,2018,3,"Event Planning & Services"
NA,234,2018,3,"Event Planning & Services"
NA,227,2018,3,"Event Planning & Services"
NA,226,2018,3,"Event Planning & Services"
NA,221,2018,3,"Event Planning & Services"
NA,202,2018,3,"Event Planning & Services"
NA,187,2018,3,"Event Planning & Services"
NA,164,2018,3,"Event Planning & Services"
NA,147,2018,3,"Event Planning & Services"
NA,139,2018,3,"Event Planning & Services"
NA,138,2018,3,"Event Planning & Services"
NA,133,2018,3,"Event Planning & Services"
NA,128,2018,3,"Event Planning & Services"
NA,127,2018,3,"Event Planning & Services"
NA,127,2018,3,"Event Planning & Services"
NA,126,2018,3,"Event Planning & Services"
NA,126,2018,3,"Event Planning & Services"
NA,125,2018,3,"Event Planning & Services"
NA,120,2018,3,"Event Planning & Services"
NA,472,2018,3,"Financial Services"
NA,355,2018,3,"Financial Services"
NA,140,2018,3,"Financial Services"
NA,82,2018,3,"Financial Services"
NA,59,2018,3,"Financial Services"
NA,52,2018,3,"Financial Services"
NA,50,2018,3,"Financial Services"
NA,48,2018,3,"Financial Services"
NA,46,2018,3,"Financial Services"
NA,43,2018,3,"Financial Services"
NA,43,2018,3,"Financial Services"
NA,42,2018,3,"Financial Services"
NA,38,2018,3,"Financial Services"
NA,37,2018,3,"Financial Services"
NA,37,2018,3,"Financial Services"
NA,36,2018,3,"Financial Services"
NA,36,2018,3,"Financial Services"
NA,34,2018,3,"Financial Services"
NA,34,2018,3,"Financial Services"
NA,33,2018,3,"Financial Services"
NA,32,2018,3,"Financial Services"
NA,31,2018,3,"Financial Services"
NA,30,2018,3,"Financial Services"
NA,30,2018,3,"Financial Services"
NA,30,2018,3,"Financial Services"
NA,29,2018,3,"Financial Services"
NA,29,2018,3,"Financial Services"
NA,29,2018,3,"Financial Services"
NA,28,2018,3,"Financial Services"
NA,27,2018,3,"Financial Services"
NA,26,2018,3,"Financial Services"
NA,26,2018,3,"Financial Services"
NA,26,2018,3,"Financial Services"
NA,25,2018,3,"Financial Services"
NA,25,2018,3,"Financial Services"
NA,25,2018,3,"Financial Services"
NA,25,2018,3,"Financial Services"
NA,25,2018,3,"Financial Services"
NA,24,2018,3,"Financial Services"
NA,24,2018,3,"Financial Services"
NA,23,2018,3,"Financial Services"
NA,23,2018,3,"Financial Services"
NA,23,2018,3,"Financial Services"
NA,22,2018,3,"Financial Services"
NA,22,2018,3,"Financial Services"
NA,21,2018,3,"Financial Services"
NA,21,2018,3,"Financial Services"
NA,21,2018,3,"Financial Services"
NA,20,2018,3,"Financial Services"
NA,20,2018,3,"Financial Services"
NA,20,2018,3,"Financial Services"
NA,20,2018,3,"Financial Services"
NA,19,2018,3,"Financial Services"
NA,19,2018,3,"Financial Services"
NA,19,2018,3,"Financial Services"
NA,18,2018,3,"Financial Services"
NA,18,2018,3,"Financial Services"
NA,18,2018,3,"Financial Services"
NA,17,2018,3,"Financial Services"
NA,17,2018,3,"Financial Services"
NA,17,2018,3,"Financial Services"
NA,17,2018,3,"Financial Services"
NA,16,2018,3,"Financial Services"
NA,14,2018,3,"Financial Services"
NA,14,2018,3,"Financial Services"
NA,14,2018,3,"Financial Services"
NA,14,2018,3,"Financial Services"
NA,13,2018,3,"Financial Services"
NA,13,2018,3,"Financial Services"
NA,13,2018,3,"Financial Services"
NA,13,2018,3,"Financial Services"
NA,12,2018,3,"Financial Services"
NA,12,2018,3,"Financial Services"
NA,12,2018,3,"Financial Services"
NA,11,2018,3,"Financial Services"
NA,11,2018,3,"Financial Services"
NA,11,2018,3,"Financial Services"
NA,11,2018,3,"Financial Services"
NA,11,2018,3,"Financial Services"
NA,11,2018,3,"Financial Services"
NA,10,2018,3,"Financial Services"
NA,10,2018,3,"Financial Services"
NA,10,2018,3,"Financial Services"
NA,10,2018,3,"Financial Services"
NA,10,2018,3,"Financial Services"
NA,10,2018,3,"Financial Services"
NA,10,2018,3,"Financial Services"
NA,10,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,9,2018,3,"Financial Services"
NA,32749,2018,3,"Food"
NA,17844,2018,3,"Food"
NA,15753,2018,3,"Food"
NA,14917,2018,3,"Food"
NA,14826,2018,3,"Food"
NA,14305,2018,3,"Food"
NA,12049,2018,3,"Food"
NA,11208,2018,3,"Food"
NA,10393,2018,3,"Food"
NA,9851,2018,3,"Food"
NA,9780,2018,3,"Food"
NA,9194,2018,3,"Food"
NA,8666,2018,3,"Food"
NA,8219,2018,3,"Food"
NA,7956,2018,3,"Food"
NA,7379,2018,3,"Food"
NA,7036,2018,3,"Food"
NA,6397,2018,3,"Food"
NA,6238,2018,3,"Food"
NA,5892,2018,3,"Food"
NA,5841,2018,3,"Food"
NA,5721,2018,3,"Food"
NA,5721,2018,3,"Food"
NA,5702,2018,3,"Food"
NA,5638,2018,3,"Food"
NA,5599,2018,3,"Food"
NA,5598,2018,3,"Food"
NA,5516,2018,3,"Food"
NA,5368,2018,3,"Food"
NA,5359,2018,3,"Food"
NA,5273,2018,3,"Food"
NA,5210,2018,3,"Food"
NA,5156,2018,3,"Food"
NA,5073,2018,3,"Food"
NA,5047,2018,3,"Food"
NA,4941,2018,3,"Food"
NA,4940,2018,3,"Food"
NA,4939,2018,3,"Food"
NA,4928,2018,3,"Food"
NA,4868,2018,3,"Food"
NA,4765,2018,3,"Food"
NA,4686,2018,3,"Food"
NA,4533,2018,3,"Food"
NA,4397,2018,3,"Food"
NA,4381,2018,3,"Food"
NA,4381,2018,3,"Food"
NA,4340,2018,3,"Food"
NA,4339,2018,3,"Food"
NA,4286,2018,3,"Food"
NA,4258,2018,3,"Food"
NA,4239,2018,3,"Food"
NA,4179,2018,3,"Food"
NA,4164,2018,3,"Food"
NA,4156,2018,3,"Food"
NA,4104,2018,3,"Food"
NA,4048,2018,3,"Food"
NA,3978,2018,3,"Food"
NA,3942,2018,3,"Food"
NA,3915,2018,3,"Food"
NA,3879,2018,3,"Food"
NA,3864,2018,3,"Food"
NA,3840,2018,3,"Food"
NA,3835,2018,3,"Food"
NA,3801,2018,3,"Food"
NA,3750,2018,3,"Food"
NA,3745,2018,3,"Food"
NA,3671,2018,3,"Food"
NA,3622,2018,3,"Food"
NA,3597,2018,3,"Food"
NA,3576,2018,3,"Food"
NA,3561,2018,3,"Food"
NA,3552,2018,3,"Food"
NA,3544,2018,3,"Food"
NA,3534,2018,3,"Food"
NA,3520,2018,3,"Food"
NA,3505,2018,3,"Food"
NA,3412,2018,3,"Food"
NA,3392,2018,3,"Food"
NA,3374,2018,3,"Food"
NA,3329,2018,3,"Food"
NA,3302,2018,3,"Food"
NA,3226,2018,3,"Food"
NA,3221,2018,3,"Food"
NA,3215,2018,3,"Food"
NA,3214,2018,3,"Food"
NA,3192,2018,3,"Food"
NA,3157,2018,3,"Food"
NA,3150,2018,3,"Food"
NA,3146,2018,3,"Food"
NA,3133,2018,3,"Food"
NA,3107,2018,3,"Food"
NA,3093,2018,3,"Food"
NA,3087,2018,3,"Food"
NA,3084,2018,3,"Food"
NA,3042,2018,3,"Food"
NA,3039,2018,3,"Food"
NA,2999,2018,3,"Food"
NA,2993,2018,3,"Food"
NA,2959,2018,3,"Food"
NA,2948,2018,3,"Food"
NA,6844,2018,3,"Health & Medical"
NA,5256,2018,3,"Health & Medical"
NA,4722,2018,3,"Health & Medical"
NA,3698,2018,3,"Health & Medical"
NA,3157,2018,3,"Health & Medical"
NA,3154,2018,3,"Health & Medical"
NA,3051,2018,3,"Health & Medical"
NA,2910,2018,3,"Health & Medical"
NA,2859,2018,3,"Health & Medical"
NA,2857,2018,3,"Health & Medical"
NA,2616,2018,3,"Health & Medical"
NA,2488,2018,3,"Health & Medical"
NA,2157,2018,3,"Health & Medical"
NA,2013,2018,3,"Health & Medical"
NA,1974,2018,3,"Health & Medical"
NA,1889,2018,3,"Health & Medical"
NA,1757,2018,3,"Health & Medical"
NA,1724,2018,3,"Health & Medical"
NA,1703,2018,3,"Health & Medical"
NA,1691,2018,3,"Health & Medical"
NA,1597,2018,3,"Health & Medical"
NA,1523,2018,3,"Health & Medical"
NA,1491,2018,3,"Health & Medical"
NA,1435,2018,3,"Health & Medical"
NA,1404,2018,3,"Health & Medical"
NA,1369,2018,3,"Health & Medical"
NA,1316,2018,3,"Health & Medical"
NA,1312,2018,3,"Health & Medical"
NA,1234,2018,3,"Health & Medical"
NA,1213,2018,3,"Health & Medical"
NA,1212,2018,3,"Health & Medical"
NA,1174,2018,3,"Health & Medical"
NA,1166,2018,3,"Health & Medical"
NA,1161,2018,3,"Health & Medical"
NA,1126,2018,3,"Health & Medical"
NA,1102,2018,3,"Health & Medical"
NA,1094,2018,3,"Health & Medical"
NA,1089,2018,3,"Health & Medical"
NA,1075,2018,3,"Health & Medical"
NA,1030,2018,3,"Health & Medical"
NA,1019,2018,3,"Health & Medical"
NA,989,2018,3,"Health & Medical"
NA,972,2018,3,"Health & Medical"
NA,932,2018,3,"Health & Medical"
NA,903,2018,3,"Health & Medical"
NA,902,2018,3,"Health & Medical"
NA,890,2018,3,"Health & Medical"
NA,847,2018,3,"Health & Medical"
NA,845,2018,3,"Health & Medical"
NA,831,2018,3,"Health & Medical"
NA,830,2018,3,"Health & Medical"
NA,821,2018,3,"Health & Medical"
NA,814,2018,3,"Health & Medical"
NA,814,2018,3,"Health & Medical"
NA,793,2018,3,"Health & Medical"
NA,793,2018,3,"Health & Medical"
NA,788,2018,3,"Health & Medical"
NA,781,2018,3,"Health & Medical"
NA,781,2018,3,"Health & Medical"
NA,772,2018,3,"Health & Medical"
NA,760,2018,3,"Health & Medical"
NA,754,2018,3,"Health & Medical"
NA,745,2018,3,"Health & Medical"
NA,734,2018,3,"Health & Medical"
NA,727,2018,3,"Health & Medical"
NA,724,2018,3,"Health & Medical"
NA,718,2018,3,"Health & Medical"
NA,702,2018,3,"Health & Medical"
NA,697,2018,3,"Health & Medical"
NA,693,2018,3,"Health & Medical"
NA,691,2018,3,"Health & Medical"
NA,677,2018,3,"Health & Medical"
NA,666,2018,3,"Health & Medical"
NA,656,2018,3,"Health & Medical"
NA,654,2018,3,"Health & Medical"
NA,653,2018,3,"Health & Medical"
NA,653,2018,3,"Health & Medical"
NA,652,2018,3,"Health & Medical"
NA,652,2018,3,"Health & Medical"
NA,641,2018,3,"Health & Medical"
NA,640,2018,3,"Health & Medical"
NA,629,2018,3,"Health & Medical"
NA,629,2018,3,"Health & Medical"
NA,628,2018,3,"Health & Medical"
NA,618,2018,3,"Health & Medical"
NA,616,2018,3,"Health & Medical"
NA,598,2018,3,"Health & Medical"
NA,597,2018,3,"Health & Medical"
NA,597,2018,3,"Health & Medical"
NA,593,2018,3,"Health & Medical"
NA,592,2018,3,"Health & Medical"
NA,591,2018,3,"Health & Medical"
NA,591,2018,3,"Health & Medical"
NA,586,2018,3,"Health & Medical"
NA,583,2018,3,"Health & Medical"
NA,583,2018,3,"Health & Medical"
NA,583,2018,3,"Health & Medical"
NA,575,2018,3,"Health & Medical"
NA,572,2018,3,"Health & Medical"
NA,571,2018,3,"Health & Medical"
NA,6743,2018,3,"Home Services"
NA,3624,2018,3,"Home Services"
NA,1359,2018,3,"Home Services"
NA,1142,2018,3,"Home Services"
NA,971,2018,3,"Home Services"
NA,812,2018,3,"Home Services"
NA,806,2018,3,"Home Services"
NA,772,2018,3,"Home Services"
NA,732,2018,3,"Home Services"
NA,698,2018,3,"Home Services"
NA,669,2018,3,"Home Services"
NA,663,2018,3,"Home Services"
NA,659,2018,3,"Home Services"
NA,637,2018,3,"Home Services"
NA,597,2018,3,"Home Services"
NA,587,2018,3,"Home Services"
NA,581,2018,3,"Home Services"
NA,563,2018,3,"Home Services"
NA,533,2018,3,"Home Services"
NA,522,2018,3,"Home Services"
NA,498,2018,3,"Home Services"
NA,490,2018,3,"Home Services"
NA,489,2018,3,"Home Services"
NA,459,2018,3,"Home Services"
NA,454,2018,3,"Home Services"
NA,428,2018,3,"Home Services"
NA,427,2018,3,"Home Services"
NA,425,2018,3,"Home Services"
NA,416,2018,3,"Home Services"
NA,411,2018,3,"Home Services"
NA,408,2018,3,"Home Services"
NA,373,2018,3,"Home Services"
NA,368,2018,3,"Home Services"
NA,354,2018,3,"Home Services"
NA,344,2018,3,"Home Services"
NA,339,2018,3,"Home Services"
NA,338,2018,3,"Home Services"
NA,338,2018,3,"Home Services"
